domain,business_name,url,city,state,query,found_at
lasvegasmedicalinstitute.com,Las Vegas Medical Institute,https://lasvegasmedicalinstitute.com/,Las Vegas,NV,claude_web_search_las_vegas,2026-09-18T18:04:18Z
lasvegaspeptideclinic.com,Las Vegas Peptide Clinic,https://www.lasvegaspeptideclinic.com/,Las Vegas,NV,claude_web_search_las_vegas,2026-09-18T18:04:18Z
lucid-medspa.com,Lucid Med Spa,https://lucid-medspa.com/,,,claude_web_search_multi,2026-09-18T21:54:19Z
luremedicalspa.com,LURE Boutique Medical Spa,https://www.luremedicalspa.com/,Las Vegas,NV,claude_web_search_las_vegas,2026-09-18T18:04:18Z
luxefactorlv.com,LuxeFactor Aesthetics,https://www.luxefactorlv.com/,Las Vegas,NV,claude_web_search_las_vegas,2026-09-18T18:04:18Z
lvbodysculpting.com,Las Vegas Body Sculpting,https://www.lvbodysculpting.com/,Las Vegas,NV,claude_web_search_las_vegas,2026-09-18T18:04:18Z
lvsurgical.com,LV Surgery Associates,https://lvsurgical.com/,Las Vegas,NV,claude_web_search_las_vegas,2026-09-18T18:04:18Z
mdspalv.com,MDspa Las Vegas,https://www.mdspalv.com/,Las Vegas,NV,claude_web_search_las_vegas,2026-09-18T18:04:18Z
medisliminc.com,Medi-Slim Weight Loss & Spa,https://www.medisliminc.com/,Las Vegas,NV,claude_web_search_las_vegas,2026-09-18T18:04:18Z
medspa-lv.com,Medspa-LV,https://medspa-lv.com/,Las Vegas,NV,claude_web_search_las_vegas,2026-09-18T18:04:18Z
mindenmedspa.com,Minden Med Spa,https://www.mindenmedspa.com/,,,claude_web_search_multi,2026-09-18T21:54:19Z
mobileivtherapylasvegas.com,Mobile IV Therapy Las Vegas,https://mobileivtherapylasvegas.com/,Las Vegas,NV,claude_web_search_las_vegas,2026-09-18T18:04:18Z
modernwellnessclinic.com,Modern Wellness Clinic,https://www.modernwellnessclinic.com/,Las Vegas,NV,claude_web_search_las_vegas,2026-09-18T18:04:18Z
mokeaesthetics.com,Moke Aesthetics,https://mokeaesthetics.com/,,,claude_web_search_multi,2026-09-18T21:54:19Z
morethanmedicalwellness.com,More Than Medical Wellness,https://morethanmedicalwellness.com/,Las Vegas,NV,claude_web_search_las_vegas,2026-09-18T18:04:18Z
musemedspaaustin.com,Muse MedSpa,https://www.musemedspaaustin.com/services/peptides,Austin,TX,claude_web_search,2026-09-17T21:40:14Z
mybioworx.com,bioworX,https://mybioworx.com/,,,claude_web_search_multi,2026-09-18T21:54:19Z
mybodytonic.com,Body Tonic Med Spa,https://mybodytonic.com/peptide-therapy-in-austin-tx/,Austin,TX,claude_web_search,2026-09-17T21:40:14Z
myethosspa.com,Ethos Aesthetics + Wellness,https://myethosspa.com/,,,claude_web_search_multi,2026-09-18T21:54:19Z
mynucanvas.com,NuCanvas Aesthetics and Wellness,https://mynucanvas.com/,Las Vegas,NV,claude_web_search_las_vegas,2026-09-18T18:04:18Z
myvitamintherapy.com,IV Vitamin Therapy Clinic,https://www.myvitamintherapy.com/,Las Vegas,NV,claude_web_search_las_vegas,2026-09-18T18:04:18Z
nakedmd.com,Naked MD,https://www.nakedmd.com/,Las Vegas,NV,claude_web_search_las_vegas,2026-09-18T18:04:18Z
newjerseyfunctionalmed.com,New Jersey Functional Medicine,https://newjerseyfunctionalmed.com/,,,claude_web_search_multi,2026-09-18T21:54:19Z
newtheorymedical.com,New Theory Medical,https://www.newtheorymedical.com/,,,claude_web_search_multi,2026-09-18T21:54:19Z
njhwllc.com,NJ Health & Wellness,https://njhwllc.com/,,,claude_web_search_multi,2026-09-18T21:54:19Z
nnpsa.com,Murphy Plastic Surgery & Medical Spa,https://www.nnpsa.com/,,,claude_web_search_multi,2026-09-18T21:54:19Z
novaconciergemed.com,NOVA Concierge Medicine & Aesthetics,https://novaconciergemed.com/,,,claude_web_search_multi,2026-09-18T21:54:19Z
novuskin.com,NovuSkin Med Spa,https://www.novuskin.com/,Las Vegas,NV,claude_web_search_las_vegas,2026-09-18T18:04:18Z
optimalwellmd.com,Optimal Well MD,https://optimalwellmd.com/,,,claude_web_search_multi,2026-09-18T21:54:19Z
parkermedical.org,Parker Medical,https://parkermedical.org/,Las Vegas,NV,claude_web_search_las_vegas,2026-09-18T18:04:18Z
peakbymd.com,Peak by MD,https://peakbymd.com/,,,claude_web_search_multi,2026-09-18T21:54:19Z
primevitalitycare.com,Prime Vitality Care,https://primevitalitycare.com/,,,claude_web_search,2026-09-16T23:32:27Z
refreshedmed.com,Refreshed Medical Aesthetics,https://refreshedmed.com/,,,claude_web_search_multi,2026-09-18T21:54:19Z
regeneratemedicalconcierge.com,Regenerate Medical Concierge,https://regeneratemedicalconcierge.com/,Las Vegas,NV,claude_web_search_las_vegas,2026-09-18T18:04:18Z
regeneraterichmond.com,Regenerate Richmond,https://regeneraterichmond.com/,,,claude_web_search_multi,2026-09-18T21:54:19Z
reignbeautyvitality.com,Reign Beauty and Vitality,https://reignbeautyvitality.com/,Las Vegas,NV,claude_web_search_las_vegas,2026-09-18T18:04:18Z
rejuvlv.com,RejuvLV Wellness & Aesthetics,https://rejuvlv.com/,Las Vegas,NV,claude_web_search_las_vegas,2026-09-18T18:04:18Z
renewedvitalityandwellness.com,Renewed Vitality and Wellness,https://renewedvitalityandwellness.com/,,,claude_web_search_multi,2026-09-18T21:54:19Z
renewmd.com,RenewMD Medical Spa,https://renewmd.com/,,,claude_web_search_multi,2026-09-18T21:54:19Z
renewskincc.com,Renew Skincare,https://www.renewskincc.com/,,,claude_web_search_multi,2026-09-18T21:54:19Z
reno.toknowoneself.co,To Know Oneself Reno,https://reno.toknowoneself.co/,,,claude_web_search_multi,2026-09-18T21:54:19Z
renoregen.com,Reno Regenerative Medicine,https://renoregen.com/,,,claude_web_search_multi,2026-09-18T21:54:19Z
resetiv.com,Reset IV,https://resetiv.com/,Las Vegas,NV,claude_web_search_las_vegas,2026-09-18T18:04:18Z
restorativehealthnv.com,High Sierra Restorative Health,https://restorativehealthnv.com/,,,claude_web_search_multi,2026-09-18T21:54:19Z
revengemd.com,Revenge MD,https://www.revengemd.com/,Las Vegas,NV,claude_web_search_las_vegas,2026-09-18T18:04:18Z
revolution-wellness.org,Revolution Wellness,https://revolution-wellness.org/,Las Vegas,NV,claude_web_search_las_vegas,2026-09-18T18:04:18Z
richmondplasticsurgery.com,Richmond Plastic Surgery,https://richmondplasticsurgery.com/,,,claude_web_search_multi,2026-09-18T21:54:19Z
rivamedspa.com,Riva MedSpa,https://rivamedspa.com/,,,claude_web_search_multi,2026-09-18T21:54:19Z
rovemedspa.com,Rove Wellness & Medspa,https://rovemedspa.com/,Las Vegas,NV,claude_web_search_las_vegas,2026-09-18T18:04:18Z
rvarevive.com,RVA Revive,https://rvarevive.com/,,,claude_web_search_multi,2026-09-18T21:54:19Z
rxwellnessmedspa.com,RxWellness Aesthetics & Anti-Aging,https://rxwellnessmedspa.com/,,,claude_web_search_multi,2026-09-18T21:54:19Z
sagevineaesthetics.com,Sage Vine Aesthetics,https://sagevineaesthetics.com/,,,claude_web_search_multi,2026-09-18T21:54:19Z
sculptedmd.com,Sculpted MD,https://www.sculptedmd.com/,Las Vegas,NV,claude_web_search_las_vegas,2026-09-18T18:04:18Z
sculptspalv.com,Sculpt Spa,https://sculptspalv.com/,Las Vegas,NV,claude_web_search_las_vegas,2026-09-18T18:04:18Z
serotonincenters.com,Serotonin Centers Stamford,https://serotonincenters.com/,,,claude_web_search_multi,2026-09-18T21:54:19Z
sierranevadawellness.com,Sierra Nevada Wellness Center,https://sierranevadawellness.com/,,,claude_web_search_multi,2026-09-18T21:54:19Z
sinfully-beautiful.com,Sinfully Beautiful,https://sinfully-beautiful.com/,Las Vegas,NV,claude_web_search_las_vegas,2026-09-18T18:04:18Z
skinbaronline.com,Skin Bar,https://skinbaronline.com/,Las Vegas,NV,claude_web_search_las_vegas,2026-09-18T18:04:18Z
southlakemedspatahoe.com,South Lake Med Spa,https://www.southlakemedspatahoe.com/,,,claude_web_search_multi,2026-09-18T21:54:19Z
stemcellpowernow.com,Dynamic Stem Cell Therapy,https://stemcellpowernow.com/,Las Vegas,NV,claude_web_search_las_vegas,2026-09-18T18:04:18Z
sundrataclinic.com,Sundrata Clinic,https://sundrataclinic.com/,,,claude_web_search,2026-09-16T23:32:27Z
sunshinehealthdpc.com,Sunshine Health DPC,https://sunshinehealthdpc.com/,,,claude_web_search_multi,2026-09-18T21:54:19Z
talonwellness.com,Talon Wellness,https://www.talonwellness.com/,Las Vegas,NV,claude_web_search_las_vegas,2026-09-18T18:04:18Z
theaestheticslabmedspa.com,The Aesthetics Lab,https://theaestheticslabmedspa.com/,Las Vegas,NV,claude_web_search_las_vegas,2026-09-18T18:04:18Z
theelitehealth.com,Elite Health & Wellness,https://theelitehealth.com/,,,claude_web_search_multi,2026-09-18T21:54:19Z
thelookmedspalv.com,The Look Med Spa,https://www.thelookmedspalv.com/,Las Vegas,NV,claude_web_search_las_vegas,2026-09-18T18:04:18Z
themedspalasvegas.com,The Med Spa Las Vegas,https://themedspalasvegas.com/,Las Vegas,NV,claude_web_search_las_vegas,2026-09-18T18:04:18Z
transformativehealth.us,Transformative Health,https://transformativehealth.us/,Las Vegas,NV,claude_web_search_las_vegas,2026-09-18T18:04:18Z
transformaustinmedspa.com,Transform Austin Med Spa,https://www.transformaustinmedspa.com/service/peptides,Austin,TX,claude_web_search,2026-09-17T21:40:14Z
trimbodymd.com,TrimBody M.D.,https://www.trimbodymd.com/,Las Vegas,NV,claude_web_search_las_vegas,2026-09-18T18:04:18Z
trtmd.com,TRTMD Health Clinic,https://trtmd.com/,Las Vegas,NV,claude_web_search_las_vegas,2026-09-18T18:04:18Z
unicornmedispa.com,Unicorn Medical Weight Loss and Medi Spa,https://unicornmedispa.com/,Las Vegas,NV,claude_web_search_las_vegas,2026-09-18T18:04:18Z
vbsaltspa.com,Salt Spa & Wellness Center,https://vbsaltspa.com/,,,claude_web_search_multi,2026-09-18T21:54:19Z
venturewellnessrva.com,Venture Wellness RVA,https://venturewellnessrva.com/,,,claude_web_search_multi,2026-09-18T21:54:19Z
vidavitalmedical.com,VidaVital Medical,https://www.vidavitalmedical.com/,Las Vegas,NV,claude_web_search_las_vegas,2026-09-18T18:04:18Z
vitalinfusionsandperformance.com,Vital Infusions & Performance,https://vitalinfusionsandperformance.com/,Las Vegas,NV,claude_web_search_las_vegas,2026-09-18T18:04:18Z
vitalitymedicalwellness.com,Vitality Medical & Wellness Center,https://www.vitalitymedicalwellness.com/,Las Vegas,NV,claude_web_search_las_vegas,2026-09-18T18:04:18Z
vitapureinfusions.com,Vita Pure IV,https://vitapureinfusions.com/,,,claude_web_search_multi,2026-09-18T21:54:19Z
weightlossandvitality.com,Weight Loss and Vitality,https://weightlossandvitality.com/,,,claude_web_search_multi,2026-09-18T21:54:19Z
weightlossclinicrichmond.com,Richmond Aesthetic Weight Loss,https://weightlossclinicrichmond.com/,,,claude_web_search_multi,2026-09-18T21:54:19Z
whitecoataesthetics.com,White Coat Aesthetics,https://whitecoataesthetics.com/,Las Vegas,NV,claude_web_search_las_vegas,2026-09-18T18:04:18Z
